District,Crop,Year,Predicted_Production
Firozabad,pigeonpeas,2025,1667.98
Firozabad,pomegranate,2025,464.94
Firozabad,potato,2025,709.46
Firozabad,ragi,2025,779.09
Firozabad,rapeseed &mustard,2025,8214.96
Firozabad,rice,2025,729.54
Firozabad,safflower,2025,2378.48
Firozabad,samai,2025,392.99
Firozabad,sesamum,2025,283.48
Firozabad,small millets,2025,2370.64
Firozabad,soyabean,2025,693.43
Firozabad,sugarcane,2025,5664.44
Firozabad,sunflower,2025,508.66
Firozabad,sweet potato,2025,2575.8
Firozabad,tobacco,2025,45.29
Firozabad,tomato,2025,13382.15
Firozabad,turmeric,2025,68.0
Firozabad,varagu,2025,65.65
Firozabad,wheat,2025,677.97
Firozabad,barley,2025,9376.8
Firozabad,dry ginger,2025,433.66
Firozabad,other  rabi pulses,2025,803.77
Firozabad,peas & beans (pulses),2025,393.99
Firozabad,sannhamp,2025,7.44
Firozabad,guar seed,2025,2180.85
Firozabad,jute,2025,751.93
Firozabad,moth,2025,539.15
Firozabad,oilseeds total,2025,4201.15
Firozabad,total foodgrain,2025,4239.23
Firozabad,other cereals & millets,2025,355.27
Firozabad,pulses total,2025,3762.56
Firozabad,grapes,2025,976.53
Firozabad,niger seed,2025,130.53
Firozabad,coconut,2025,1792.34
Firozabad,kapas,2025,3131.77
Firozabad,tapioca,2025,2090.5
Firozabad,arecanut,2025,127.25
Firozabad,bitter gourd,2025,245.59
Firozabad,black pepper,2025,274.53
Firozabad,cashewnut raw,2025,40.5
Firozabad,drum stick,2025,822.52
Firozabad,jack fruit,2025,1636.49
Firozabad,papaya,2025,7458.73
Firozabad,pineapple,2025,3805.2
Firozabad,pump kin,2025,1346.72
Firozabad,rubber,2025,2289.28
Firozabad,snak guard,2025,1832.5
Firozabad,watermelon,2025,63.26
Firozabad,korra,2025,1547.17
Firozabad,lemon,2025,537.27
Firozabad,sapota,2025,3028.23
Firozabad,cond-spcs other,2025,16.26
Firozabad,paddy,2025,10353.24
Firozabad,cauliflower,2025,8.72
Firozabad,khesari,2025,3150.51
Firozabad,other citrus fruit,2025,367.08
Firozabad,arcanut (processed),2025,127.25
Firozabad,atcanut (raw),2025,1728.18
Firozabad,cardamom,2025,797.82
Firozabad,cashewnut processed,2025,78.65
Firozabad,carrot,2025,347.81
Firozabad,redish,2025,109.91
Firozabad,peas  (vegetable),2025,393.99
Firozabad,ash gourd,2025,325.87
Firozabad,beet root,2025,106.12
Firozabad,lab-lab,2025,1518.1
Firozabad,ribed guard,2025,101.53
Firozabad,yam,2025,447.12
Firozabad,jute & mesta,2025,1439.07
Firozabad,colocosia,2025,2502.98
Firozabad,tea,2025,357.56
Firozabad,apple,2025,127.25
Firozabad,peach,2025,691.92
Firozabad,pear,2025,554.86
Firozabad,plums,2025,375.84
Firozabad,turnip,2025,66.72
Firozabad,coffee,2025,2833.91
Firozabad,bean,2025,90.96
Firozabad,jobster,2025,1636.49
Firozabad,perilla,2025,394.39
Firozabad,rajmash kholar,2025,1967.65
Firozabad,ricebean (nagadal),2025,2289.28
Firozabad,litchi,2025,526.33
Firozabad,peas (vegetable),2025,393.99
Firozabad,ber,2025,174.47
Firozabad,other dry fruit,2025,367.08
Firozpur,bajra,2025,907.72
Firozpur,banana,2025,8608.36
Firozpur,beans & mutter(vegetable),2025,90.96
Firozpur,bhindi,2025,622.76
Firozpur,blackgram,2025,971.68
Firozpur,bottle gourd,2025,938.77
Firozpur,brinjal,2025,8426.86
Firozpur,cabbage,2025,1091.81
Firozpur,cashewnut,2025,22.77
Firozpur,castor seed,2025,10.37
Firozpur,chickpea,2025,4498.46
Firozpur,citrus fruit,2025,1803.51
Firozpur,coriander,2025,13.34
Firozpur,cotton,2025,2819.3
Firozpur,cowpea(lobia),2025,778.2
Firozpur,cucumber,2025,778.2
Firozpur,dry chillies,2025,1213.81
Firozpur,garlic,2025,1101.78
Firozpur,ginger,2025,1003.81
Firozpur,groundnut,2025,378.42
Firozpur,horse-gram,2025,3627.17
Firozpur,jowar,2025,200.59
Firozpur,lentil,2025,399.82
Firozpur,linseed,2025,524.29
Firozpur,maize,2025,2991.98
Firozpur,mango,2025,2257.89
Firozpur,mesta,2025,663.87
Firozpur,mungbean,2025,2933.87
Firozpur,onion,2025,2997.71
Firozpur,orange,2025,2947.18
Firozpur,other fibres,2025,317.7
Firozpur,other fresh fruits,2025,391.82
Firozpur,other kharif pulses,2025,139.86
Firozpur,other misc. pulses,2025,139.86
Firozpur,other oilseeds,2025,1305.91
Firozpur,other rabi pulses,2025,1380.8
Firozpur,other vegetables,2025,1565.05
Firozpur,pigeonpeas,2025,711.83
Firozpur,pomegranate,2025,464.94
Firozpur,potato,2025,704.56
Firozpur,ragi,2025,412.7
Firozpur,rapeseed &mustard,2025,2835.97
Firozpur,rice,2025,729.12
Firozpur,safflower,2025,2378.48
Firozpur,samai,2025,392.99
Firozpur,sesamum,2025,1045.92
Firozpur,small millets,2025,2785.12
Firozpur,soyabean,2025,693.92
Firozpur,sugarcane,2025,2136.83
Firozpur,sunflower,2025,508.66
Firozpur,sweet potato,2025,2575.8
Firozpur,tobacco,2025,44.23
Firozpur,tomato,2025,13382.15
Firozpur,turmeric,2025,21.85
Firozpur,varagu,2025,20.51
Firozpur,wheat,2025,677.97
Firozpur,barley,2025,11531.05
Firozpur,dry ginger,2025,443.46
Firozpur,other  rabi pulses,2025,794.77
Firozpur,peas & beans (pulses),2025,720.91
Firozpur,sannhamp,2025,7.44
Firozpur,guar seed,2025,7000.67
Firozpur,jute,2025,776.88
Firozpur,moth,2025,727.53
Firozpur,oilseeds total,2025,3705.46
Firozpur,total foodgrain,2025,4239.23
Firozpur,other cereals & millets,2025,346.27
Firozpur,pulses total,2025,3468.28
Firozpur,grapes,2025,971.48
Firozpur,niger seed,2025,130.53
Firozpur,coconut,2025,2678.74
Firozpur,kapas,2025,3335.57
Firozpur,tapioca,2025,2090.5
Firozpur,arecanut,2025,125.84
Firozpur,bitter gourd,2025,245.59
Firozpur,black pepper,2025,274.53
Firozpur,cashewnut raw,2025,40.5
Firozpur,drum stick,2025,822.52
Firozpur,jack fruit,2025,3640.05
Firozpur,papaya,2025,7715.84
Firozpur,pineapple,2025,3758.56
Firozpur,pump kin,2025,1072.35
Firozpur,rubber,2025,2289.28
Firozpur,snak guard,2025,2232.64
Firozpur,watermelon,2025,18.12
Firozpur,korra,2025,1752.68
Firozpur,lemon,2025,827.66
Firozpur,sapota,2025,3074.95
Firozpur,cond-spcs other,2025,13.34
Firozpur,paddy,2025,10396.6
Firozpur,cauliflower,2025,8.72
Firozpur,khesari,2025,3354.31
Firozpur,other citrus fruit,2025,312.3
Firozpur,arcanut (processed),2025,125.84
Firozpur,atcanut (raw),2025,1863.61
Firozpur,cardamom,2025,797.82
Firozpur,cashewnut processed,2025,78.65
Firozpur,carrot,2025,347.81
Firozpur,redish,2025,17.38
Firozpur,peas  (vegetable),2025,720.91
Firozpur,ash gourd,2025,340.72
Firozpur,beet root,2025,106.12
Firozpur,lab-lab,2025,1723.61
Firozpur,ribed guard,2025,9.0
Firozpur,yam,2025,447.12
Firozpur,jute & mesta,2025,1464.02
Firozpur,colocosia,2025,3212.54
Firozpur,tea,2025,356.5
Firozpur,apple,2025,125.84
Firozpur,peach,2025,1011.34
Firozpur,pear,2025,881.78
Firozpur,plums,2025,375.84
Firozpur,turnip,2025,20.11
Firozpur,coffee,2025,3703.69
Firozpur,bean,2025,90.96
Firozpur,jobster,2025,3640.05
Firozpur,perilla,2025,713.81
Firozpur,rajmash kholar,2025,800.4
Firozpur,ricebean (nagadal),2025,2289.28
Firozpur,litchi,2025,524.29
Firozpur,peas (vegetable),2025,720.91
Firozpur,ber,2025,174.47
Firozpur,other dry fruit,2025,312.3
Gadag,bajra,2025,1642.58
Gadag,banana,2025,8094.26
Gadag,beans & mutter(vegetable),2025,90.96
Gadag,bhindi,2025,622.76
Gadag,blackgram,2025,6.4
Gadag,bottle gourd,2025,6.2
Gadag,brinjal,2025,8383.36
Gadag,cabbage,2025,1091.81
Gadag,cashewnut,2025,22.78
Gadag,castor seed,2025,11.87
Gadag,chickpea,2025,1241.25
Gadag,citrus fruit,2025,903.34
Gadag,coriander,2025,13.23
Gadag,cotton,2025,2295.86
Gadag,cowpea(lobia),2025,959.74
Gadag,cucumber,2025,959.74
Gadag,dry chillies,2025,9681.18
Gadag,garlic,2025,172.12
Gadag,ginger,2025,7307.1
Gadag,groundnut,2025,8118.66
Gadag,horse-gram,2025,749.77
Gadag,jowar,2025,7947.02
Gadag,lentil,2025,399.82
Gadag,linseed,2025,67.18
Gadag,maize,2025,4227.53
Gadag,mango,2025,3206.48
Gadag,mesta,2025,1754.98
Gadag,mungbean,2025,8242.55
Gadag,onion,2025,3731.24
Gadag,orange,2025,3509.66
Gadag,other fibres,2025,253.71
Gadag,other fresh fruits,2025,281.83
Gadag,other kharif pulses,2025,75.87
Gadag,other misc. pulses,2025,75.87
Gadag,other oilseeds,2025,1347.54
Gadag,other rabi pulses,2025,1234.43
Gadag,other vegetables,2025,1411.39
Gadag,pigeonpeas,2025,847.66
Gadag,pomegranate,2025,416.24
Gadag,potato,2025,111.04
Gadag,ragi,2025,128.58
Gadag,rapeseed &mustard,2025,22.44
Gadag,rice,2025,4647.33
Gadag,safflower,2025,2378.48
Gadag,samai,2025,393.06
Gadag,sesamum,2025,258.0
Gadag,small millets,2025,2453.48
Gadag,soyabean,2025,696.06
Gadag,sugarcane,2025,2183.99
Gadag,sunflower,2025,19094.1
Gadag,sweet potato,2025,1418.81
Gadag,tobacco,2025,46.82
Gadag,tomato,2025,13382.15
Gadag,turmeric,2025,22.78
Gadag,varagu,2025,20.06
Gadag,wheat,2025,1706.66
Gadag,barley,2025,10713.57
Gadag,dry ginger,2025,1700.51
Gadag,other  rabi pulses,2025,751.48
Gadag,peas & beans (pulses),2025,701.17
Gadag,sannhamp,2025,7.62
Gadag,guar seed,2025,4323.68
Gadag,jute,2025,776.88
Gadag,moth,2025,1906.48
Gadag,oilseeds total,2025,3464.31
Gadag,total foodgrain,2025,4239.23
Gadag,other cereals & millets,2025,303.18
Gadag,pulses total,2025,3679.44
Gadag,grapes,2025,7570.4
Gadag,niger seed,2025,130.53
Gadag,coconut,2025,1868.14
Gadag,kapas,2025,3335.57
Gadag,tapioca,2025,1279.39
Gadag,arecanut,2025,134.16
Gadag,bitter gourd,2025,245.59
Gadag,black pepper,2025,274.53
Gadag,cashewnut raw,2025,41.83
Gadag,drum stick,2025,5324.74
Gadag,jack fruit,2025,762.65
Gadag,papaya,2025,7715.84
Gadag,pineapple,2025,3715.05
Gadag,pump kin,2025,1295.33
Gadag,rubber,2025,2289.28
Gadag,snak guard,2025,1927.42
Gadag,watermelon,2025,18.94
Gadag,korra,2025,1752.68
Gadag,lemon,2025,827.66
Gadag,sapota,2025,3031.68
Gadag,cond-spcs other,2025,13.23
Gadag,paddy,2025,10500.14
Gadag,cauliflower,2025,9.66
Gadag,khesari,2025,3354.31
Gadag,other citrus fruit,2025,269.21
Gadag,arcanut (processed),2025,134.16
Gadag,atcanut (raw),2025,2531.02
Gadag,cardamom,2025,797.83
Gadag,cashewnut processed,2025,79.22
Gadag,carrot,2025,347.82
Gadag,redish,2025,8.42
Gadag,peas  (vegetable),2025,701.17
Gadag,ash gourd,2025,406.7
Gadag,beet root,2025,106.12
Gadag,lab-lab,2025,1723.61
Gadag,ribed guard,2025,0.04
Gadag,yam,2025,1706.66
Gadag,jute & mesta,2025,1464.02
Gadag,colocosia,2025,2529.25
Gadag,tea,2025,151.9
Gadag,apple,2025,134.16
Gadag,peach,2025,991.6
Gadag,pear,2025,862.04
Gadag,plums,2025,327.14
Gadag,turnip,2025,21.62
Gadag,coffee,2025,2893.09
Gadag,bean,2025,90.96
Gadag,jobster,2025,762.65
Gadag,perilla,2025,694.07
Gadag,rajmash kholar,2025,115.27
Gadag,ricebean (nagadal),2025,2289.28
Gadag,litchi,2025,67.18
Gadag,peas (vegetable),2025,701.17
Gadag,ber,2025,174.47
Gadag,other dry fruit,2025,269.21
Gajapati,bajra,2025,1580.42
Gajapati,banana,2025,8094.26
Gajapati,beans & mutter(vegetable),2025,77.26
Gajapati,bhindi,2025,609.06
Gajapati,blackgram,2025,400.22
Gajapati,bottle gourd,2025,388.11
Gajapati,brinjal,2025,8384.65
Gajapati,cabbage,2025,1013.24
Gajapati,cashewnut,2025,250.43
Gajapati,castor seed,2025,458.65
Gajapati,chickpea,2025,989.77
Gajapati,citrus fruit,2025,963.08
Gajapati,coriander,2025,12.98
Gajapati,cotton,2025,2279.19
Gajapati,cowpea(lobia),2025,792.29
Gajapati,cucumber,2025,792.29
Gajapati,dry chillies,2025,2328.05
Gajapati,garlic,2025,396.81
Gajapati,ginger,2025,1298.81
Gajapati,groundnut,2025,445.2
Gajapati,horse-gram,2025,85.03
Gajapati,jowar,2025,3919.0
Gajapati,lentil,2025,399.82
Gajapati,linseed,2025,67.18
Gajapati,maize,2025,5219.17
Gajapati,mango,2025,4256.5
Gajapati,mesta,2025,970.59
Gajapati,mungbean,2025,1134.59
Gajapati,onion,2025,3731.24
Gajapati,orange,2025,3509.66
Gajapati,other fibres,2025,253.71
Gajapati,other fresh fruits,2025,281.83
Gajapati,other kharif pulses,2025,75.87
Gajapati,other misc. pulses,2025,75.87
Gajapati,other oilseeds,2025,1347.54
Gajapati,other rabi pulses,2025,1234.43
Gajapati,other vegetables,2025,1411.39
Gajapati,pigeonpeas,2025,1446.32
Gajapati,pomegranate,2025,416.24
Gajapati,potato,2025,105.61
Gajapati,ragi,2025,683.11
Gajapati,rapeseed &mustard,2025,20.87
Gajapati,rice,2025,1736.65
Gajapati,safflower,2025,2378.48
Gajapati,samai,2025,393.0
Gajapati,sesamum,2025,210.45
Gajapati,small millets,2025,2547.81
Gajapati,soyabean,2025,696.06
Gajapati,sugarcane,2025,5025.77
Gajapati,sunflower,2025,3014.76
Gajapati,sweet potato,2025,1560.65
Gajapati,tobacco,2025,124.59
Gajapati,tomato,2025,13382.15
Gajapati,turmeric,2025,902.63
Gajapati,varagu,2025,871.93
Gajapati,wheat,2025,374.92
Gajapati,barley,2025,10713.57
Gajapati,dry ginger,2025,1200.27
Gajapati,other  rabi pulses,2025,751.48
Gajapati,peas & beans (pulses),2025,701.17
Gajapati,sannhamp,2025,7.52
Gajapati,guar seed,2025,4100.67
Gajapati,jute,2025,776.88
Gajapati,moth,2025,840.6
Gajapati,oilseeds total,2025,3286.79
Gajapati,total foodgrain,2025,4239.23
Gajapati,other cereals & millets,2025,303.18
Gajapati,pulses total,2025,4545.04
Gajapati,grapes,2025,911.1
Gajapati,niger seed,2025,301.01
Gajapati,coconut,2025,1900.31
Gajapati,kapas,2025,3335.57
Gajapati,tapioca,2025,1427.78
Gajapati,arecanut,2025,134.16
Gajapati,bitter gourd,2025,231.89
Gajapati,black pepper,2025,260.83
Gajapati,cashewnut raw,2025,427.93
Gajapati,drum stick,2025,1495.62
Gajapati,jack fruit,2025,137.46
Gajapati,papaya,2025,7692.77
Gajapati,pineapple,2025,7148.72
Gajapati,pump kin,2025,2222.94
Gajapati,rubber,2025,2289.28
Gajapati,snak guard,2025,1991.57
Gajapati,watermelon,2025,842.82
Gajapati,korra,2025,1752.68
Gajapati,lemon,2025,827.66
Gajapati,sapota,2025,3030.82
Gajapati,cond-spcs other,2025,12.98
Gajapati,paddy,2025,10500.14
Gajapati,cauliflower,2025,440.15
Gajapati,khesari,2025,3354.31
Gajapati,other citrus fruit,2025,269.21
Gajapati,arcanut (processed),2025,134.16
Gajapati,atcanut (raw),2025,2468.86
Gajapati,cardamom,2025,773.69
Gajapati,cashewnut processed,2025,334.46
Gajapati,carrot,2025,472.3
Gajapati,redish,2025,8.42
Gajapati,peas  (vegetable),2025,701.17
Gajapati,ash gourd,2025,385.13
Gajapati,beet root,2025,92.42
Gajapati,lab-lab,2025,1723.61
Gajapati,ribed guard,2025,0.04
Gajapati,yam,2025,374.92
Gajapati,jute & mesta,2025,1464.02
Gajapati,colocosia,2025,2501.44
Gajapati,tea,2025,262.43
Gajapati,apple,2025,134.16
Gajapati,peach,2025,991.6
Gajapati,pear,2025,862.04
Gajapati,plums,2025,327.14
Gajapati,turnip,2025,873.49
Gajapati,coffee,2025,2961.37
Gajapati,bean,2025,77.26
Gajapati,jobster,2025,137.46
Gajapati,perilla,2025,694.07
Gajapati,rajmash kholar,2025,551.51
Gajapati,ricebean (nagadal),2025,2289.28
Gajapati,litchi,2025,67.18
Gajapati,peas (vegetable),2025,701.17
Gajapati,ber,2025,160.77
Gajapati,other dry fruit,2025,269.21
Ganderbal,bajra,2025,2038.03
Ganderbal,banana,2025,6031.3
Ganderbal,beans & mutter(vegetable),2025,92.06
Ganderbal,bhindi,2025,620.58
Ganderbal,blackgram,2025,400.22
Ganderbal,bottle gourd,2025,388.11
Ganderbal,brinjal,2025,8384.65
Ganderbal,cabbage,2025,1009.73
Ganderbal,cashewnut,2025,308.3
Ganderbal,castor seed,2025,543.47
Ganderbal,chickpea,2025,836.59
Ganderbal,citrus fruit,2025,963.08
Ganderbal,coriander,2025,12.98
Ganderbal,cotton,2025,1639.43
Ganderbal,cowpea(lobia),2025,789.22
Ganderbal,cucumber,2025,789.22
Ganderbal,dry chillies,2025,1929.23
Ganderbal,garlic,2025,324.22
Ganderbal,ginger,2025,1298.81
Ganderbal,groundnut,2025,476.42
Ganderbal,horse-gram,2025,85.03
Ganderbal,jowar,2025,3228.1
Ganderbal,lentil,2025,384.62
Ganderbal,linseed,2025,67.18
Ganderbal,maize,2025,2906.18
Ganderbal,mango,2025,2612.68
Ganderbal,mesta,2025,952.86
Ganderbal,mungbean,2025,920.08
Ganderbal,onion,2025,3710.35
Ganderbal,orange,2025,3874.38
Ganderbal,other fibres,2025,370.89
Ganderbal,other fresh fruits,2025,402.44
Ganderbal,other kharif pulses,2025,234.51
Ganderbal,other misc. pulses,2025,234.51
Ganderbal,other oilseeds,2025,1348.62
Ganderbal,other rabi pulses,2025,1235.51
Ganderbal,other vegetables,2025,1412.61
Ganderbal,pigeonpeas,2025,1322.58
Ganderbal,pomegranate,2025,415.84
Ganderbal,potato,2025,66.5
Ganderbal,ragi,2025,1063.36
Ganderbal,rapeseed &mustard,2025,2069.31
Ganderbal,rice,2025,4857.85
Ganderbal,safflower,2025,2378.48
Ganderbal,samai,2025,407.9
Ganderbal,sesamum,2025,210.97
Ganderbal,small millets,2025,2547.81
Ganderbal,soyabean,2025,794.0
Ganderbal,sugarcane,2025,5025.77
Ganderbal,sunflower,2025,3014.76
Ganderbal,sweet potato,2025,1604.94
Ganderbal,tobacco,2025,894.64
Ganderbal,tomato,2025,13271.97
Ganderbal,turmeric,2025,902.63
Ganderbal,varagu,2025,871.93
Ganderbal,wheat,2025,357.77
Ganderbal,barley,2025,5403.72
Ganderbal,dry ginger,2025,1132.47
Ganderbal,other  rabi pulses,2025,831.44
Ganderbal,peas & beans (pulses),2025,689.41
Ganderbal,sannhamp,2025,22.8
Ganderbal,guar seed,2025,3432.07
Ganderbal,jute,2025,776.69
Ganderbal,moth,2025,821.7
Ganderbal,oilseeds total,2025,3286.79
Ganderbal,total foodgrain,2025,4129.05
Ganderbal,other cereals & millets,2025,331.54
Ganderbal,pulses total,2025,4770.31
Ganderbal,grapes,2025,911.1
Ganderbal,niger seed,2025,301.01
Ganderbal,coconut,2025,1900.31
Ganderbal,kapas,2025,3335.38
Ganderbal,tapioca,2025,1750.43
Ganderbal,arecanut,2025,454.92
Ganderbal,bitter gourd,2025,281.42
Ganderbal,black pepper,2025,364.64
Ganderbal,cashewnut raw,2025,506.06
Ganderbal,drum stick,2025,1173.46
Ganderbal,jack fruit,2025,137.46
Ganderbal,papaya,2025,7692.77
Ganderbal,pineapple,2025,7166.08
Ganderbal,pump kin,2025,2451.6
Ganderbal,rubber,2025,2289.28
Ganderbal,snak guard,2025,1991.57
Ganderbal,watermelon,2025,842.82
Ganderbal,korra,2025,1747.6
Ganderbal,lemon,2025,820.31
Ganderbal,sapota,2025,3030.82
Ganderbal,cond-spcs other,2025,12.98
Ganderbal,paddy,2025,10500.14
Ganderbal,cauliflower,2025,511.6
Ganderbal,khesari,2025,3354.12
Ganderbal,other citrus fruit,2025,297.46
Ganderbal,arcanut (processed),2025,454.92
Ganderbal,atcanut (raw),2025,2822.7
Ganderbal,cardamom,2025,773.69
Ganderbal,cashewnut processed,2025,399.56
Ganderbal,carrot,2025,494.07
Ganderbal,redish,2025,22.2
Ganderbal,peas  (vegetable),2025,689.41
Ganderbal,ash gourd,2025,705.89
Ganderbal,beet root,2025,109.34
Ganderbal,lab-lab,2025,1718.32
Ganderbal,ribed guard,2025,13.82
Ganderbal,yam,2025,357.77
Ganderbal,jute & mesta,2025,1463.83
Ganderbal,colocosia,2025,2501.44
Ganderbal,tea,2025,873.5
Ganderbal,apple,2025,454.92
Ganderbal,peach,2025,979.84
Ganderbal,pear,2025,850.28
Ganderbal,plums,2025,326.74
Ganderbal,turnip,2025,873.49
Ganderbal,coffee,2025,2961.37
Ganderbal,bean,2025,92.06
Ganderbal,jobster,2025,137.46
Ganderbal,perilla,2025,682.31
Ganderbal,rajmash kholar,2025,1273.98
Ganderbal,ricebean (nagadal),2025,2289.28
Ganderbal,litchi,2025,67.18
Ganderbal,peas (vegetable),2025,689.41
Ganderbal,ber,2025,177.69
Ganderbal,other dry fruit,2025,297.46
Gandhinagar,bajra,2025,10205.8
Gandhinagar,banana,2025,5571.04
Gandhinagar,beans & mutter(vegetable),2025,92.06
Gandhinagar,bhindi,2025,620.58
Gandhinagar,blackgram,2025,235.09
Gandhinagar,bottle gourd,2025,223.47
Gandhinagar,brinjal,2025,8362.98
Gandhinagar,cabbage,2025,1019.63
Gandhinagar,cashewnut,2025,462.38
Gandhinagar,castor seed,2025,707.3
Gandhinagar,chickpea,2025,859.4
Gandhinagar,citrus fruit,2025,965.04
Gandhinagar,coriander,2025,9.33
Gandhinagar,cotton,2025,1966.96
Gandhinagar,cowpea(lobia),2025,620.32
Gandhinagar,cucumber,2025,620.32
Gandhinagar,dry chillies,2025,1043.84
Gandhinagar,garlic,2025,781.62
Gandhinagar,ginger,2025,3717.3
Gandhinagar,groundnut,2025,4653.27
Gandhinagar,horse-gram,2025,284.11
Gandhinagar,jowar,2025,3354.47
Gandhinagar,lentil,2025,384.62
Gandhinagar,linseed,2025,133.05
Gandhinagar,maize,2025,1629.85
Gandhinagar,mango,2025,1364.56
Gandhinagar,mesta,2025,654.67
Gandhinagar,mungbean,2025,2124.29
Gandhinagar,onion,2025,3289.7
Gandhinagar,orange,2025,3610.37
Gandhinagar,other fibres,2025,641.69
Gandhinagar,other fresh fruits,2025,669.67
Gandhinagar,other kharif pulses,2025,584.68
Gandhinagar,other misc. pulses,2025,584.68
Gandhinagar,other oilseeds,2025,1416.71
Gandhinagar,other rabi pulses,2025,1303.6
Gandhinagar,other vegetables,2025,1478.8
Gandhinagar,pigeonpeas,2025,682.42
Gandhinagar,pomegranate,2025,343.12
Gandhinagar,potato,2025,777.22
Gandhinagar,ragi,2025,2345.71
Gandhinagar,rapeseed &mustard,2025,4388.37
Gandhinagar,rice,2025,5065.38
Gandhinagar,safflower,2025,753.36
Gandhinagar,samai,2025,191.44
Gandhinagar,sesamum,2025,278.04
Gandhinagar,small millets,2025,2578.63
Gandhinagar,soyabean,2025,891.43
Gandhinagar,sugarcane,2025,2539.21
Gandhinagar,sunflower,2025,1284.75
Gandhinagar,sweet potato,2025,984.2
Gandhinagar,tobacco,2025,1341.77
Gandhinagar,tomato,2025,13271.97
Gandhinagar,turmeric,2025,431.05
Gandhinagar,varagu,2025,413.96
Gandhinagar,wheat,2025,610.16
Gandhinagar,barley,2025,5129.37
Gandhinagar,dry ginger,2025,937.67
Gandhinagar,other  rabi pulses,2025,1239.52
Gandhinagar,peas & beans (pulses),2025,696.87
Gandhinagar,sannhamp,2025,43.72
Gandhinagar,guar seed,2025,3657.67
Gandhinagar,jute,2025,776.69
Gandhinagar,moth,2025,523.17
Gandhinagar,oilseeds total,2025,3098.88
Gandhinagar,total foodgrain,2025,4129.05
Gandhinagar,other cereals & millets,2025,520.42
Gandhinagar,pulses total,2025,5429.89
Gandhinagar,grapes,2025,4101.51
Gandhinagar,niger seed,2025,301.01
Gandhinagar,coconut,2025,2143.02
Gandhinagar,kapas,2025,3335.38
Gandhinagar,tapioca,2025,1325.35
Gandhinagar,arecanut,2025,8348.26
Gandhinagar,bitter gourd,2025,281.42
Gandhinagar,black pepper,2025,364.64
Gandhinagar,cashewnut raw,2025,665.11
Gandhinagar,drum stick,2025,759.44
Gandhinagar,jack fruit,2025,336.53
Gandhinagar,papaya,2025,7692.77
Gandhinagar,pineapple,2025,7203.48
Gandhinagar,pump kin,2025,3181.58
Gandhinagar,rubber,2025,753.36
Gandhinagar,snak guard,2025,2022.32
Gandhinagar,watermelon,2025,398.89
Gandhinagar,korra,2025,1747.6
Gandhinagar,lemon,2025,820.31
Gandhinagar,sapota,2025,3034.84
Gandhinagar,cond-spcs other,2025,9.33
Gandhinagar,paddy,2025,10500.14
Gandhinagar,cauliflower,2025,670.85
Gandhinagar,khesari,2025,3354.12
Gandhinagar,other citrus fruit,2025,519.23
Gandhinagar,arcanut (processed),2025,8348.26
Gandhinagar,atcanut (raw),2025,10545.42
Gandhinagar,cardamom,2025,831.64
Gandhinagar,cashewnut processed,2025,557.8
Gandhinagar,carrot,2025,598.43
Gandhinagar,redish,2025,69.38
Gandhinagar,peas  (vegetable),2025,696.87
Gandhinagar,ash gourd,2025,9361.88
Gandhinagar,beet root,2025,109.34
Gandhinagar,lab-lab,2025,1718.32
Gandhinagar,ribed guard,2025,61.0
Gandhinagar,yam,2025,610.16
Gandhinagar,jute & mesta,2025,1463.83
Gandhinagar,colocosia,2025,2728.64
Gandhinagar,tea,2025,1243.93
Gandhinagar,apple,2025,8348.26
Gandhinagar,peach,2025,987.3
Gandhinagar,pear,2025,857.74
Gandhinagar,plums,2025,293.85
Gandhinagar,turnip,2025,415.52
Gandhinagar,coffee,2025,3204.08
Gandhinagar,bean,2025,92.06
Gandhinagar,jobster,2025,336.53
Gandhinagar,perilla,2025,689.77
Gandhinagar,rajmash kholar,2025,3177.81
Gandhinagar,ricebean (nagadal),2025,753.36
Gandhinagar,litchi,2025,133.05
Gandhinagar,peas (vegetable),2025,696.87
Gandhinagar,ber,2025,177.69
Gandhinagar,other dry fruit,2025,519.23
Ganganagar,bajra,2025,2186.05
Ganganagar,banana,2025,5494.21
Ganganagar,beans & mutter(vegetable),2025,92.23
Ganganagar,bhindi,2025,620.58
Ganganagar,blackgram,2025,227.91
Ganganagar,bottle gourd,2025,218.22
Ganganagar,brinjal,2025,10034.97
Ganganagar,cabbage,2025,1209.74
Ganganagar,cashewnut,2025,609.39
Ganganagar,castor seed,2025,921.14
Ganganagar,chickpea,2025,1321.03
Ganganagar,citrus fruit,2025,1069.41
Ganganagar,coriander,2025,9.49
Ganganagar,cotton,2025,3400.75
Ganganagar,cowpea(lobia),2025,566.04
Ganganagar,cucumber,2025,566.04
Ganganagar,dry chillies,2025,828.39
Ganganagar,garlic,2025,841.69
Ganganagar,ginger,2025,3868.31
Ganganagar,groundnut,2025,5046.49
Ganganagar,horse-gram,2025,360.62
Ganganagar,jowar,2025,122.09
Ganganagar,lentil,2025,384.81
Ganganagar,linseed,2025,244.66
Ganganagar,maize,2025,1091.57
Ganganagar,mango,2025,1019.92
Ganganagar,mesta,2025,1657.6
Ganganagar,mungbean,2025,3298.83
Ganganagar,onion,2025,3298.11
Ganganagar,orange,2025,3641.69
Ganganagar,other fibres,2025,468.28
Ganganagar,other fresh fruits,2025,500.05
