District,Crop,Year,Predicted_Production
Mon,jute,2025,970.19
Mon,moth,2025,180.6
Mon,oilseeds total,2025,7042.47
Mon,total foodgrain,2025,2730.83
Mon,other cereals & millets,2025,475.55
Mon,pulses total,2025,3079.0
Mon,grapes,2025,2200.05
Mon,niger seed,2025,132.4
Mon,coconut,2025,4745.08
Mon,kapas,2025,439.54
Mon,tapioca,2025,3111.14
Mon,arecanut,2025,4034.3
Mon,bitter gourd,2025,98.12
Mon,black pepper,2025,175.15
Mon,cashewnut raw,2025,153.09
Mon,drum stick,2025,244.39
Mon,jack fruit,2025,47.9
Mon,papaya,2025,2608.46
Mon,pineapple,2025,1754.48
Mon,pump kin,2025,338.33
Mon,rubber,2025,578.0
Mon,snak guard,2025,701.58
Mon,watermelon,2025,269.25
Mon,korra,2025,250.03
Mon,lemon,2025,188.17
Mon,sapota,2025,3242.47
Mon,cond-spcs other,2025,12.59
Mon,paddy,2025,8079.25
Mon,cauliflower,2025,12.4
Mon,khesari,2025,352.08
Mon,other citrus fruit,2025,459.89
Mon,arcanut (processed),2025,4034.3
Mon,atcanut (raw),2025,881.65
Mon,cardamom,2025,320.81
Mon,cashewnut processed,2025,110.36
Mon,carrot,2025,320.81
Mon,redish,2025,13.31
Mon,peas  (vegetable),2025,1014.42
Mon,ash gourd,2025,1759.64
Mon,beet root,2025,409.96
Mon,lab-lab,2025,251.09
Mon,ribed guard,2025,13.31
Mon,yam,2025,613.21
Mon,jute & mesta,2025,662.62
Mon,colocosia,2025,6734.34
Mon,tea,2025,576.64
Mon,apple,2025,4034.3
Mon,peach,2025,1036.63
Mon,pear,2025,1021.92
Mon,plums,2025,707.18
Mon,turnip,2025,269.25
Mon,coffee,2025,5739.72
Mon,bean,2025,282.13
Mon,jobster,2025,127.03
Mon,perilla,2025,560.64
Mon,rajmash kholar,2025,1210.06
Mon,ricebean (nagadal),2025,578.0
Mon,litchi,2025,471.68
Mon,peas (vegetable),2025,1014.42
Mon,ber,2025,241.8
Mon,other dry fruit,2025,457.19
Moradabad,bajra,2025,5057.58
Moradabad,banana,2025,989.34
Moradabad,beans & mutter(vegetable),2025,536.35
Moradabad,bhindi,2025,346.48
Moradabad,blackgram,2025,3710.29
Moradabad,bottle gourd,2025,3603.5
Moradabad,brinjal,2025,10930.07
Moradabad,cabbage,2025,1071.81
Moradabad,cashewnut,2025,56.63
Moradabad,castor seed,2025,13.1
Moradabad,chickpea,2025,146.19
Moradabad,citrus fruit,2025,2144.03
Moradabad,coriander,2025,30.0
Moradabad,cotton,2025,53.83
Moradabad,cowpea(lobia),2025,1281.88
Moradabad,cucumber,2025,350.69
Moradabad,dry chillies,2025,198.39
Moradabad,garlic,2025,58.93
Moradabad,ginger,2025,3890.48
Moradabad,groundnut,2025,61.44
Moradabad,horse-gram,2025,44.12
Moradabad,jowar,2025,470.23
Moradabad,lentil,2025,538.16
Moradabad,linseed,2025,224.18
Moradabad,maize,2025,690.33
Moradabad,mango,2025,844.13
Moradabad,mesta,2025,224.23
Moradabad,mungbean,2025,77.07
Moradabad,onion,2025,1023.3
Moradabad,orange,2025,1911.38
Moradabad,other fibres,2025,787.94
Moradabad,other fresh fruits,2025,839.71
Moradabad,other kharif pulses,2025,992.61
Moradabad,other misc. pulses,2025,860.88
Moradabad,other oilseeds,2025,557.27
Moradabad,other rabi pulses,2025,496.41
Moradabad,other vegetables,2025,518.96
Moradabad,pigeonpeas,2025,260.44
Moradabad,pomegranate,2025,551.35
Moradabad,potato,2025,1297.15
Moradabad,ragi,2025,279.11
Moradabad,rapeseed &mustard,2025,1561.22
Moradabad,rice,2025,7537.04
Moradabad,safflower,2025,215.0
Moradabad,samai,2025,88.24
Moradabad,sesamum,2025,46.45
Moradabad,small millets,2025,392.47
Moradabad,soyabean,2025,2439.76
Moradabad,sugarcane,2025,848.31
Moradabad,sunflower,2025,24.25
Moradabad,sweet potato,2025,1405.57
Moradabad,tobacco,2025,386.15
Moradabad,tomato,2025,2603.29
Moradabad,turmeric,2025,47.16
Moradabad,varagu,2025,47.16
Moradabad,wheat,2025,618.94
Moradabad,barley,2025,56.94
Moradabad,dry ginger,2025,905.48
Moradabad,other  rabi pulses,2025,619.09
Moradabad,peas & beans (pulses),2025,405.99
Moradabad,sannhamp,2025,60.5
Moradabad,guar seed,2025,82.95
Moradabad,jute,2025,952.74
Moradabad,moth,2025,152.21
Moradabad,oilseeds total,2025,5611.35
Moradabad,total foodgrain,2025,2730.83
Moradabad,other cereals & millets,2025,463.01
Moradabad,pulses total,2025,2572.84
Moradabad,grapes,2025,2194.09
Moradabad,niger seed,2025,132.4
Moradabad,coconut,2025,4762.28
Moradabad,kapas,2025,681.52
Moradabad,tapioca,2025,2781.47
Moradabad,arecanut,2025,6186.42
Moradabad,bitter gourd,2025,98.12
Moradabad,black pepper,2025,175.15
Moradabad,cashewnut raw,2025,163.2
Moradabad,drum stick,2025,243.27
Moradabad,jack fruit,2025,44.12
Moradabad,papaya,2025,2608.46
Moradabad,pineapple,2025,1539.21
Moradabad,pump kin,2025,426.01
Moradabad,rubber,2025,328.52
Moradabad,snak guard,2025,304.54
Moradabad,watermelon,2025,47.16
Moradabad,korra,2025,577.33
Moradabad,lemon,2025,548.02
Moradabad,sapota,2025,3239.8
Moradabad,cond-spcs other,2025,30.0
Moradabad,paddy,2025,8079.25
Moradabad,cauliflower,2025,12.4
Moradabad,khesari,2025,623.91
Moradabad,other citrus fruit,2025,447.35
Moradabad,arcanut (processed),2025,6186.42
Moradabad,atcanut (raw),2025,4913.73
Moradabad,cardamom,2025,320.81
Moradabad,cashewnut processed,2025,122.4
Moradabad,carrot,2025,320.81
Moradabad,redish,2025,13.31
Moradabad,peas  (vegetable),2025,405.99
Moradabad,ash gourd,2025,5414.31
Moradabad,beet root,2025,397.16
Moradabad,lab-lab,2025,578.39
Moradabad,ribed guard,2025,13.31
Moradabad,yam,2025,604.15
Moradabad,jute & mesta,2025,836.42
Moradabad,colocosia,2025,6752.54
Moradabad,tea,2025,498.29
Moradabad,apple,2025,6186.42
Moradabad,peach,2025,441.01
Moradabad,pear,2025,420.88
Moradabad,plums,2025,494.21
Moradabad,turnip,2025,47.16
Moradabad,coffee,2025,5757.9
Moradabad,bean,2025,269.33
Moradabad,jobster,2025,124.47
Moradabad,perilla,2025,369.65
Moradabad,rajmash kholar,2025,1285.54
Moradabad,ricebean (nagadal),2025,328.52
Moradabad,litchi,2025,224.18
Moradabad,peas (vegetable),2025,405.99
Moradabad,ber,2025,229.0
Moradabad,other dry fruit,2025,444.65
Morena,bajra,2025,3756.94
Morena,banana,2025,1353.27
Morena,beans & mutter(vegetable),2025,478.87
Morena,bhindi,2025,296.38
Morena,blackgram,2025,421.31
Morena,bottle gourd,2025,412.04
Morena,brinjal,2025,8855.96
Morena,cabbage,2025,1071.09
Morena,cashewnut,2025,83.38
Morena,castor seed,2025,114.47
Morena,chickpea,2025,5485.66
Morena,citrus fruit,2025,2957.85
Morena,coriander,2025,30.34
Morena,cotton,2025,24.57
Morena,cowpea(lobia),2025,1281.5
Morena,cucumber,2025,372.69
Morena,dry chillies,2025,212.99
Morena,garlic,2025,53.28
Morena,ginger,2025,2871.55
Morena,groundnut,2025,168.3
Morena,horse-gram,2025,44.12
Morena,jowar,2025,527.89
Morena,lentil,2025,515.47
Morena,linseed,2025,8.72
Morena,maize,2025,270.19
Morena,mango,2025,533.2
Morena,mesta,2025,523.2
Morena,mungbean,2025,289.36
Morena,onion,2025,967.11
Morena,orange,2025,2055.32
Morena,other fibres,2025,778.56
Morena,other fresh fruits,2025,819.83
Morena,other kharif pulses,2025,893.12
Morena,other misc. pulses,2025,849.87
Morena,other oilseeds,2025,546.26
Morena,other rabi pulses,2025,476.53
Morena,other vegetables,2025,499.08
Morena,pigeonpeas,2025,9972.55
Morena,pomegranate,2025,965.92
Morena,potato,2025,4167.83
Morena,ragi,2025,241.97
Morena,rapeseed &mustard,2025,706.86
Morena,rice,2025,7240.41
Morena,safflower,2025,215.0
Morena,samai,2025,66.74
Morena,sesamum,2025,1561.96
Morena,small millets,2025,1194.75
Morena,soyabean,2025,1581.58
Morena,sugarcane,2025,10450.98
Morena,sunflower,2025,277.05
Morena,sweet potato,2025,403.55
Morena,tobacco,2025,296.54
Morena,tomato,2025,2603.29
Morena,turmeric,2025,47.16
Morena,varagu,2025,47.16
Morena,wheat,2025,653.32
Morena,barley,2025,3839.42
Morena,dry ginger,2025,242.31
Morena,other  rabi pulses,2025,617.24
Morena,peas & beans (pulses),2025,487.76
Morena,sannhamp,2025,31.72
Morena,guar seed,2025,82.95
Morena,jute,2025,738.64
Morena,moth,2025,284.64
Morena,oilseeds total,2025,5535.43
Morena,total foodgrain,2025,2730.83
Morena,other cereals & millets,2025,453.12
Morena,pulses total,2025,3172.96
Morena,grapes,2025,1624.98
Morena,niger seed,2025,114.06
Morena,coconut,2025,4868.18
Morena,kapas,2025,684.95
Morena,tapioca,2025,408.55
Morena,arecanut,2025,5839.39
Morena,bitter gourd,2025,95.9
Morena,black pepper,2025,171.81
Morena,cashewnut raw,2025,224.1
Morena,drum stick,2025,258.43
Morena,jack fruit,2025,44.12
Morena,papaya,2025,2608.46
Morena,pineapple,2025,1748.12
Morena,pump kin,2025,399.67
Morena,rubber,2025,328.52
Morena,snak guard,2025,951.34
Morena,watermelon,2025,47.16
Morena,korra,2025,651.3
Morena,lemon,2025,523.69
Morena,sapota,2025,3308.74
Morena,cond-spcs other,2025,30.34
Morena,paddy,2025,8079.25
Morena,cauliflower,2025,106.88
Morena,khesari,2025,680.92
Morena,other citrus fruit,2025,437.44
Morena,arcanut (processed),2025,5839.39
Morena,atcanut (raw),2025,3864.22
Morena,cardamom,2025,319.85
Morena,cashewnut processed,2025,176.21
Morena,carrot,2025,319.85
Morena,redish,2025,7.29
Morena,peas  (vegetable),2025,487.76
Morena,ash gourd,2025,4521.26
Morena,beet root,2025,354.18
Morena,lab-lab,2025,652.36
Morena,ribed guard,2025,7.29
Morena,yam,2025,638.53
Morena,jute & mesta,2025,772.5
Morena,colocosia,2025,6388.81
Morena,tea,2025,336.23
Morena,apple,2025,5839.39
Morena,peach,2025,515.31
Morena,pear,2025,495.18
Morena,plums,2025,703.12
Morena,turnip,2025,47.16
Morena,coffee,2025,5352.88
Morena,bean,2025,219.59
Morena,jobster,2025,124.47
Morena,perilla,2025,416.03
Morena,rajmash kholar,2025,982.36
Morena,ricebean (nagadal),2025,328.52
Morena,litchi,2025,8.72
Morena,peas (vegetable),2025,487.76
Morena,ber,2025,162.56
Morena,other dry fruit,2025,435.15
Morigaon,bajra,2025,3445.6
Morigaon,banana,2025,1051.57
Morigaon,beans & mutter(vegetable),2025,296.47
Morigaon,bhindi,2025,292.54
Morigaon,blackgram,2025,507.42
Morigaon,bottle gourd,2025,494.73
Morigaon,brinjal,2025,8908.64
Morigaon,cabbage,2025,1070.8
Morigaon,cashewnut,2025,66.91
Morigaon,castor seed,2025,2.55
Morigaon,chickpea,2025,706.62
Morigaon,citrus fruit,2025,2313.03
Morigaon,coriander,2025,30.1
Morigaon,cotton,2025,2.0
Morigaon,cowpea(lobia),2025,1391.93
Morigaon,cucumber,2025,518.3
Morigaon,dry chillies,2025,282.68
Morigaon,garlic,2025,53.28
Morigaon,ginger,2025,2871.55
Morigaon,groundnut,2025,176.76
Morigaon,horse-gram,2025,706.52
Morigaon,jowar,2025,527.89
Morigaon,lentil,2025,556.44
Morigaon,linseed,2025,142.12
Morigaon,maize,2025,413.98
Morigaon,mango,2025,659.41
Morigaon,mesta,2025,568.41
Morigaon,mungbean,2025,256.14
Morigaon,onion,2025,978.3
Morigaon,orange,2025,2178.15
Morigaon,other fibres,2025,711.97
Morigaon,other fresh fruits,2025,753.58
Morigaon,other kharif pulses,2025,752.97
Morigaon,other misc. pulses,2025,709.72
Morigaon,other oilseeds,2025,484.19
Morigaon,other rabi pulses,2025,422.81
Morigaon,other vegetables,2025,445.36
Morigaon,pigeonpeas,2025,205.59
Morigaon,pomegranate,2025,1087.14
Morigaon,potato,2025,10561.18
Morigaon,ragi,2025,653.63
Morigaon,rapeseed &mustard,2025,3039.87
Morigaon,rice,2025,14215.04
Morigaon,safflower,2025,184.33
Morigaon,samai,2025,56.29
Morigaon,sesamum,2025,236.41
Morigaon,small millets,2025,170.95
Morigaon,soyabean,2025,1668.99
Morigaon,sugarcane,2025,1530.78
Morigaon,sunflower,2025,94.77
Morigaon,sweet potato,2025,585.27
Morigaon,tobacco,2025,6.65
Morigaon,tomato,2025,2603.29
Morigaon,turmeric,2025,332.84
Morigaon,varagu,2025,332.84
Morigaon,wheat,2025,3007.96
Morigaon,barley,2025,3713.59
Morigaon,dry ginger,2025,784.99
Morigaon,other  rabi pulses,2025,509.0
Morigaon,peas & beans (pulses),2025,960.48
Morigaon,sannhamp,2025,19.2
Morigaon,guar seed,2025,2038.03
Morigaon,jute,2025,738.64
Morigaon,moth,2025,309.74
Morigaon,oilseeds total,2025,5541.85
Morigaon,total foodgrain,2025,2734.32
Morigaon,other cereals & millets,2025,420.56
Morigaon,pulses total,2025,4708.17
Morigaon,grapes,2025,1633.44
Morigaon,niger seed,2025,114.06
Morigaon,coconut,2025,4911.68
Morigaon,kapas,2025,689.6
Morigaon,tapioca,2025,400.6
Morigaon,arecanut,2025,5812.45
Morigaon,bitter gourd,2025,95.9
Morigaon,black pepper,2025,171.81
Morigaon,cashewnut raw,2025,155.72
Morigaon,drum stick,2025,410.64
Morigaon,jack fruit,2025,706.52
Morigaon,papaya,2025,2608.46
Morigaon,pineapple,2025,1565.17
Morigaon,pump kin,2025,695.08
Morigaon,rubber,2025,297.85
Morigaon,snak guard,2025,138.96
Morigaon,watermelon,2025,332.84
Morigaon,korra,2025,661.04
Morigaon,lemon,2025,562.72
Morigaon,sapota,2025,3243.53
Morigaon,cond-spcs other,2025,30.1
Morigaon,paddy,2025,7661.37
Morigaon,cauliflower,2025,2.28
Morigaon,khesari,2025,689.6
Morigaon,other citrus fruit,2025,404.88
Morigaon,arcanut (processed),2025,5812.45
Morigaon,atcanut (raw),2025,3613.95
Morigaon,cardamom,2025,319.63
Morigaon,cashewnut processed,2025,120.98
Morigaon,carrot,2025,319.63
Morigaon,redish,2025,44.47
Morigaon,peas  (vegetable),2025,960.48
Morigaon,ash gourd,2025,4311.11
Morigaon,beet root,2025,232.58
Morigaon,lab-lab,2025,662.1
Morigaon,ribed guard,2025,44.47
Morigaon,yam,2025,2983.56
Morigaon,jute & mesta,2025,780.24
Morigaon,colocosia,2025,6341.15
Morigaon,tea,2025,67.95
Morigaon,apple,2025,5812.45
Morigaon,peach,2025,976.81
Morigaon,pear,2025,965.68
Morigaon,plums,2025,301.85
Morigaon,turnip,2025,332.84
Morigaon,coffee,2025,5389.6
Morigaon,bean,2025,219.59
Morigaon,jobster,2025,722.67
Morigaon,perilla,2025,802.65
Morigaon,rajmash kholar,2025,1885.64
Morigaon,ricebean (nagadal),2025,297.85
Morigaon,litchi,2025,142.12
Morigaon,peas (vegetable),2025,960.48
Morigaon,ber,2025,158.72
Morigaon,other dry fruit,2025,406.73
Muktsar,bajra,2025,3220.83
Muktsar,banana,2025,1283.25
Muktsar,beans & mutter(vegetable),2025,296.47
Muktsar,bhindi,2025,292.54
Muktsar,blackgram,2025,472.35
Muktsar,bottle gourd,2025,459.66
Muktsar,brinjal,2025,8908.64
Muktsar,cabbage,2025,1070.8
Muktsar,cashewnut,2025,66.83
Muktsar,castor seed,2025,2.21
Muktsar,chickpea,2025,1683.91
Muktsar,citrus fruit,2025,2349.75
Muktsar,coriander,2025,43.55
Muktsar,cotton,2025,714.46
Muktsar,cowpea(lobia),2025,1392.3
Muktsar,cucumber,2025,518.67
Muktsar,dry chillies,2025,283.42
Muktsar,garlic,2025,52.22
Muktsar,ginger,2025,2871.55
Muktsar,groundnut,2025,262.34
Muktsar,horse-gram,2025,729.96
Muktsar,jowar,2025,362.9
Muktsar,lentil,2025,557.38
Muktsar,linseed,2025,142.12
Muktsar,maize,2025,1985.01
Muktsar,mango,2025,2149.8
Muktsar,mesta,2025,1127.02
Muktsar,mungbean,2025,1468.44
Muktsar,onion,2025,1005.6
Muktsar,orange,2025,2178.15
Muktsar,other fibres,2025,314.33
Muktsar,other fresh fruits,2025,337.18
Muktsar,other kharif pulses,2025,103.01
Muktsar,other misc. pulses,2025,87.84
Muktsar,other oilseeds,2025,249.02
Muktsar,other rabi pulses,2025,186.42
Muktsar,other vegetables,2025,217.61
Muktsar,pigeonpeas,2025,205.47
Muktsar,pomegranate,2025,1087.14
Muktsar,potato,2025,10560.59
Muktsar,ragi,2025,429.44
Muktsar,rapeseed &mustard,2025,1420.1
Muktsar,rice,2025,11068.79
Muktsar,safflower,2025,70.82
Muktsar,samai,2025,33.89
Muktsar,sesamum,2025,691.62
Muktsar,small millets,2025,422.19
Muktsar,soyabean,2025,1699.47
Muktsar,sugarcane,2025,1587.12
Muktsar,sunflower,2025,92.91
Muktsar,sweet potato,2025,569.11
Muktsar,tobacco,2025,6.65
Muktsar,tomato,2025,2603.29
Muktsar,turmeric,2025,332.84
Muktsar,varagu,2025,332.84
Muktsar,wheat,2025,1001.02
Muktsar,barley,2025,3630.0
Muktsar,dry ginger,2025,785.36
Muktsar,other  rabi pulses,2025,203.86
Muktsar,peas & beans (pulses),2025,846.07
Muktsar,sannhamp,2025,17.34
Muktsar,guar seed,2025,2038.03
Muktsar,jute,2025,736.23
Muktsar,moth,2025,911.71
Muktsar,oilseeds total,2025,5541.85
Muktsar,total foodgrain,2025,2734.32
Muktsar,other cereals & millets,2025,245.55
Muktsar,pulses total,2025,4551.38
Muktsar,grapes,2025,1651.85
Muktsar,niger seed,2025,114.06
Muktsar,coconut,2025,4911.68
Muktsar,kapas,2025,689.6
Muktsar,tapioca,2025,400.6
Muktsar,arecanut,2025,5713.05
Muktsar,bitter gourd,2025,95.9
Muktsar,black pepper,2025,171.81
Muktsar,cashewnut raw,2025,155.46
Muktsar,drum stick,2025,411.01
Muktsar,jack fruit,2025,729.96
Muktsar,papaya,2025,2608.46
Muktsar,pineapple,2025,1565.17
Muktsar,pump kin,2025,537.51
Muktsar,rubber,2025,213.74
Muktsar,snak guard,2025,346.72
Muktsar,watermelon,2025,332.84
Muktsar,korra,2025,661.04
Muktsar,lemon,2025,563.66
Muktsar,sapota,2025,3266.03
Muktsar,cond-spcs other,2025,43.55
Muktsar,paddy,2025,7661.37
Muktsar,cauliflower,2025,1.94
Muktsar,khesari,2025,689.6
Muktsar,other citrus fruit,2025,229.87
Muktsar,arcanut (processed),2025,5713.05
Muktsar,atcanut (raw),2025,3483.47
Muktsar,cardamom,2025,319.63
Muktsar,cashewnut processed,2025,120.81
Muktsar,carrot,2025,319.63
Muktsar,redish,2025,12.0
Muktsar,peas  (vegetable),2025,846.07
Muktsar,ash gourd,2025,4163.1
Muktsar,beet root,2025,232.58
Muktsar,lab-lab,2025,663.04
Muktsar,ribed guard,2025,12.0
Muktsar,yam,2025,993.73
Muktsar,jute & mesta,2025,780.24
Muktsar,colocosia,2025,6341.15
Muktsar,tea,2025,67.95
Muktsar,apple,2025,5713.05
Muktsar,peach,2025,862.4
Muktsar,pear,2025,851.27
Muktsar,plums,2025,301.85
Muktsar,turnip,2025,332.84
Muktsar,coffee,2025,5389.6
Muktsar,bean,2025,219.59
Muktsar,jobster,2025,738.48
Muktsar,perilla,2025,689.84
Muktsar,rajmash kholar,2025,1343.34
Muktsar,ricebean (nagadal),2025,213.74
Muktsar,litchi,2025,142.12
Muktsar,peas (vegetable),2025,846.07
Muktsar,ber,2025,158.72
Muktsar,other dry fruit,2025,222.38
Mumbai City,bajra,2025,3220.83
Mumbai City,banana,2025,986.86
Mumbai City,beans & mutter(vegetable),2025,296.47
Mumbai City,bhindi,2025,220.79
Mumbai City,blackgram,2025,190.81
Mumbai City,bottle gourd,2025,189.86
Mumbai City,brinjal,2025,8690.29
Mumbai City,cabbage,2025,1070.7
Mumbai City,cashewnut,2025,66.55
Mumbai City,castor seed,2025,1.49
Mumbai City,chickpea,2025,2708.69
Mumbai City,citrus fruit,2025,2493.36
Mumbai City,coriander,2025,67.08
Mumbai City,cotton,2025,714.46
Mumbai City,cowpea(lobia),2025,1357.52
Mumbai City,cucumber,2025,438.13
Mumbai City,dry chillies,2025,179.28
Mumbai City,garlic,2025,18.06
Mumbai City,ginger,2025,2871.55
Mumbai City,groundnut,2025,544.23
Mumbai City,horse-gram,2025,729.85
Mumbai City,jowar,2025,186.64
Mumbai City,lentil,2025,303.5
Mumbai City,linseed,2025,122.18
Mumbai City,maize,2025,925.04
Mumbai City,mango,2025,1184.52
Mumbai City,mesta,2025,1120.23
Mumbai City,mungbean,2025,1463.02
Mumbai City,onion,2025,1697.86
Mumbai City,orange,2025,2145.05
Mumbai City,other fibres,2025,305.42
Mumbai City,other fresh fruits,2025,328.61
Mumbai City,other kharif pulses,2025,77.41
Mumbai City,other misc. pulses,2025,78.28
Mumbai City,other oilseeds,2025,239.24
Mumbai City,other rabi pulses,2025,176.25
Mumbai City,other vegetables,2025,207.44
Mumbai City,pigeonpeas,2025,788.7
Mumbai City,pomegranate,2025,270.78
Mumbai City,potato,2025,2124.92
Mumbai City,ragi,2025,429.44
Mumbai City,rapeseed &mustard,2025,1420.1
Mumbai City,rice,2025,11068.79
Mumbai City,safflower,2025,70.82
Mumbai City,samai,2025,33.96
Mumbai City,sesamum,2025,688.74
Mumbai City,small millets,2025,445.37
Mumbai City,soyabean,2025,5095.47
Mumbai City,sugarcane,2025,1502.59
Mumbai City,sunflower,2025,123.21
Mumbai City,sweet potato,2025,223.32
Mumbai City,tobacco,2025,6.65
Mumbai City,tomato,2025,2603.29
Mumbai City,turmeric,2025,332.84
Mumbai City,varagu,2025,332.84
Mumbai City,wheat,2025,1001.02
Mumbai City,barley,2025,3630.0
Mumbai City,dry ginger,2025,467.32
Mumbai City,other  rabi pulses,2025,149.1
Mumbai City,peas & beans (pulses),2025,287.04
Mumbai City,sannhamp,2025,10.04
Mumbai City,guar seed,2025,2038.03
Mumbai City,jute,2025,729.0
Mumbai City,moth,2025,903.04
Mumbai City,oilseeds total,2025,5220.26
Mumbai City,total foodgrain,2025,2734.32
Mumbai City,other cereals & millets,2025,224.33
Mumbai City,pulses total,2025,2899.51
Mumbai City,grapes,2025,1761.82
Mumbai City,niger seed,2025,114.06
Mumbai City,coconut,2025,5058.07
Mumbai City,kapas,2025,691.0
Mumbai City,tapioca,2025,390.07
Mumbai City,arecanut,2025,5713.05
Mumbai City,bitter gourd,2025,95.9
Mumbai City,black pepper,2025,171.81
Mumbai City,cashewnut raw,2025,154.98
Mumbai City,drum stick,2025,320.96
Mumbai City,jack fruit,2025,729.85
Mumbai City,papaya,2025,2608.46
Mumbai City,pineapple,2025,1608.9
Mumbai City,pump kin,2025,537.51
Mumbai City,rubber,2025,213.74
Mumbai City,snak guard,2025,365.16
Mumbai City,watermelon,2025,332.84
Mumbai City,korra,2025,669.25
Mumbai City,lemon,2025,317.18
Mumbai City,sapota,2025,3266.03
Mumbai City,cond-spcs other,2025,67.08
Mumbai City,paddy,2025,7661.37
Mumbai City,cauliflower,2025,1.35
Mumbai City,khesari,2025,691.0
Mumbai City,other citrus fruit,2025,208.65
Mumbai City,arcanut (processed),2025,5713.05
Mumbai City,atcanut (raw),2025,3483.47
Mumbai City,cardamom,2025,319.51
Mumbai City,cashewnut processed,2025,120.38
Mumbai City,carrot,2025,319.51
Mumbai City,redish,2025,12.0
Mumbai City,peas  (vegetable),2025,287.04
Mumbai City,ash gourd,2025,4163.1
Mumbai City,beet root,2025,232.58
Mumbai City,lab-lab,2025,671.25
Mumbai City,ribed guard,2025,12.0
Mumbai City,yam,2025,993.73
Mumbai City,jute & mesta,2025,776.69
Mumbai City,colocosia,2025,6487.54
Mumbai City,tea,2025,65.57
Mumbai City,apple,2025,5713.05
Mumbai City,peach,2025,322.83
Mumbai City,pear,2025,311.7
Mumbai City,plums,2025,195.7
Mumbai City,turnip,2025,332.84
Mumbai City,coffee,2025,5535.99
Mumbai City,bean,2025,219.59
Mumbai City,jobster,2025,738.37
Mumbai City,perilla,2025,274.47
Mumbai City,rajmash kholar,2025,1343.34
Mumbai City,ricebean (nagadal),2025,213.74
Mumbai City,litchi,2025,122.18
Mumbai City,peas (vegetable),2025,287.04
Mumbai City,ber,2025,158.72
Mumbai City,other dry fruit,2025,208.62
Mungeli,bajra,2025,3217.0
Mungeli,banana,2025,692.49
Mungeli,beans & mutter(vegetable),2025,390.63
Mungeli,bhindi,2025,220.79
Mungeli,blackgram,2025,185.72
Mungeli,bottle gourd,2025,184.77
Mungeli,brinjal,2025,8690.29
Mungeli,cabbage,2025,1077.79
Mungeli,cashewnut,2025,66.64
Mungeli,castor seed,2025,1.49
Mungeli,chickpea,2025,12968.78
Mungeli,citrus fruit,2025,3831.51
Mungeli,coriander,2025,67.08
Mungeli,cotton,2025,714.46
Mungeli,cowpea(lobia),2025,6684.7
Mungeli,cucumber,2025,1949.89
Mungeli,dry chillies,2025,175.94
Mungeli,garlic,2025,33.35
Mungeli,ginger,2025,2871.55
Mungeli,groundnut,2025,1011.41
Mungeli,horse-gram,2025,137.76
Mungeli,jowar,2025,184.7
Mungeli,lentil,2025,303.5
Mungeli,linseed,2025,120.12
Mungeli,maize,2025,564.15
Mungeli,mango,2025,816.95
Mungeli,mesta,2025,4867.03
Mungeli,mungbean,2025,112.62
Mungeli,onion,2025,1686.47
Mungeli,orange,2025,2145.05
Mungeli,other fibres,2025,305.42
Mungeli,other fresh fruits,2025,328.61
Mungeli,other kharif pulses,2025,77.41
Mungeli,other misc. pulses,2025,85.1
Mungeli,other oilseeds,2025,283.91
Mungeli,other rabi pulses,2025,227.37
Mungeli,other vegetables,2025,258.56
Mungeli,pigeonpeas,2025,1049.72
Mungeli,pomegranate,2025,317.77
Mungeli,potato,2025,2124.92
Mungeli,ragi,2025,154.73
Mungeli,rapeseed &mustard,2025,73.32
Mungeli,rice,2025,11075.04
Mungeli,safflower,2025,70.82
Mungeli,samai,2025,33.96
Mungeli,sesamum,2025,135.81
Mungeli,small millets,2025,182.35
Mungeli,soyabean,2025,5095.47
Mungeli,sugarcane,2025,1986.01
Mungeli,sunflower,2025,185.8
Mungeli,sweet potato,2025,224.94
Mungeli,tobacco,2025,12.71
Mungeli,tomato,2025,2603.29
Mungeli,turmeric,2025,8427.01
Mungeli,varagu,2025,8427.01
Mungeli,wheat,2025,7258.18
Mungeli,barley,2025,39.19
Mungeli,dry ginger,2025,397.98
Mungeli,other  rabi pulses,2025,141.66
Mungeli,peas & beans (pulses),2025,232.43
Mungeli,sannhamp,2025,10.04
Mungeli,guar seed,2025,1445.94
Mungeli,jute,2025,724.11
Mungeli,moth,2025,602.43
Mungeli,oilseeds total,2025,5178.92
Mungeli,total foodgrain,2025,2817.2
Mungeli,other cereals & millets,2025,224.33
Mungeli,pulses total,2025,2694.4
Mungeli,grapes,2025,1989.82
Mungeli,niger seed,2025,114.06
Mungeli,coconut,2025,4985.62
Mungeli,kapas,2025,691.0
Mungeli,tapioca,2025,334.01
Mungeli,arecanut,2025,5712.38
Mungeli,bitter gourd,2025,95.9
Mungeli,black pepper,2025,171.81
Mungeli,cashewnut raw,2025,155.07
Mungeli,drum stick,2025,1202.91
Mungeli,jack fruit,2025,137.76
Mungeli,papaya,2025,2608.46
Mungeli,pineapple,2025,1608.9
Mungeli,pump kin,2025,335.31
Mungeli,rubber,2025,213.74
Mungeli,snak guard,2025,141.51
Mungeli,watermelon,2025,8427.01
Mungeli,korra,2025,669.25
Mungeli,lemon,2025,317.18
Mungeli,sapota,2025,3237.7
Mungeli,cond-spcs other,2025,67.08
Mungeli,paddy,2025,7661.37
